0	1174
1	670
2	527
3	414
4	442
5	411
6	357
7	336
8	286
9	310
10	264
11	269
12	244
13	238
14	237
15	230
16	214
17	193
18	166
19	184
20	160
21	155
22	173
23	149
24	178
25	161
26	175
27	160
28	151
29	154
30	156
31	157
32	127
33	131
34	128
35	135
36	116
37	136
38	136
39	133
40	144
41	125
42	127
43	101
44	111
45	125
46	102
47	98
48	113
49	82
50	84
51	80
52	106
53	93
54	77
55	78
56	74
57	69
58	74
59	82
60	74
61	72
62	69
63	63
64	76
65	60
66	75
67	53
68	60
69	53
70	50
71	54
72	50
73	48
74	43
75	45
76	46
77	42
78	47
79	44
80	47
81	44
82	36
83	31
84	38
85	46
86	32
87	28
88	37
89	33
90	36
91	35
92	30
93	37
94	30
95	33
96	24
97	26
98	27
99	10
100	22
101	27
102	21
103	20
104	24
105	25
106	19
107	22
108	18
109	25
110	20
111	22
112	19
113	24
114	24
115	14
116	19
117	20
118	12
119	13
120	25
121	21
122	16
123	17
124	10
125	15
126	10
127	18
128	13
129	18
130	15
131	10
132	20
133	12
134	16
135	9
136	13
137	13
138	13
139	8
140	7
141	8
142	15
143	7
144	10
145	10
146	5
147	9
148	8
149	13
150	7
151	12
152	9
153	12
154	9
155	0
156	8
157	7
158	7
159	14
160	8
161	8
162	5
163	10
164	10
165	4
166	9
167	6
168	12
169	5
170	6
171	5
172	4
173	8
174	5
175	7
176	7
177	9
178	7
179	4
180	7
181	5
182	5
183	5
184	5
185	7
186	4
187	4
188	7
189	4
190	7
191	5
192	7
193	3
194	2
195	5
196	4
197	3
198	5
199	8
200	5
201	2
202	4
203	2
204	8
205	6
206	6
207	5
208	3
209	2
210	4
211	2
212	8
213	3
214	1
215	4
216	1
217	5
218	5
219	5
220	3
221	4
222	4
223	4
224	4
225	1
226	3
227	4
228	2
229	5
230	2
231	3
232	6
233	3
234	6
235	2
236	5
237	4
238	3
239	4
240	4
241	3
242	2
243	4
244	5
245	1
246	0
247	4
248	4
249	4
250	3
251	2
252	5
253	1
254	5
255	5
256	4
257	6
258	3
259	2
260	2
261	7
262	1
263	2
264	3
265	3
266	3
267	1
268	1
269	2
270	6
271	3
272	1
273	4
274	0
275	0
276	2
277	3
278	5
279	7
280	2
281	2
282	0
283	0
284	1
285	3
286	1
287	2
288	1
289	2
290	0
291	3
292	1
293	2
294	1
295	3
296	1
297	0
298	0
299	1
300	3
301	0
302	5
303	2
304	5
305	2
306	2
307	1
308	1
309	1
310	1
311	2
312	2
313	4
314	5
315	0
316	1
317	0
318	0
319	0
320	0
321	1
322	0
323	3
324	0
325	0
326	0
327	0
328	1
329	2
330	0
331	1
332	1
333	0
334	0
335	0
336	3
337	0
338	1
339	1
340	0
341	0
342	0
343	1
344	0
345	1
346	1
347	0
348	1
349	0
350	1
351	0
352	1
353	0
354	0
355	2
356	1
357	1
358	0
359	2
360	0
361	1
362	0
363	1
364	2
365	1
366	2
367	1
368	0
369	0
370	0
371	1
372	0
373	0
374	0
375	0
376	0
377	0
378	1
379	1
380	0
381	0
382	1
383	0
384	1
385	0
386	0
387	0
388	1
389	0
390	1
391	1
392	1
393	0
394	0
395	1
396	0
397	0
398	2
399	0
400	1
401	0
402	0
403	2
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	1
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	1
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	1
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	1
